"year","soc_system","occupation","occ_category","occ_group","occ_level","soc_note","total_16plus","age_16to19","age_20to24","age_25to34","age_35to44","age_45to54","age_55to64","age_65plus","median_age"
2025,"2018_SOC","Technical writers","it","technical_writer","occupation",NA,54,0,0,9,17,5,20,3,47.4
2025,"2018_SOC","Healthcare practitioners and technical occupations","healthcare","health_practitioner","group",NA,10364,70,632,2752,2587,2184,1519,619,42
2025,"2018_SOC","Chiropractors","healthcare","health_practitioner","occupation",NA,66,0,0,18,9,15,12,13,49.3
2025,"2018_SOC","Dentists","healthcare","health_practitioner","occupation",NA,192,0,0,25,63,41,41,22,46.1
2025,"2018_SOC","Dietitians and nutritionists","healthcare","health_practitioner","occupation",NA,136,1,5,28,36,43,16,5,43.2
2025,"2018_SOC","Optometrists","healthcare","health_practitioner","occupation",NA,48,0,0,9,11,10,10,7,NA
2025,"2018_SOC","Pharmacists","healthcare","health_practitioner","occupation",NA,365,0,13,98,121,74,37,22,41.4
2025,"2018_SOC","Emergency medicine physicians","healthcare","health_practitioner","occupation","2020+ only",25,0,0,4,7,5,8,1,NA
2025,"2018_SOC","Radiologists","healthcare","health_practitioner","occupation","2020+ only",19,0,0,2,5,6,4,3,NA
2025,"2018_SOC","Other physicians","healthcare","health_practitioner","occupation","2020+ only",929,0,0,206,245,246,129,104,45.6
2025,"2018_SOC","Surgeons","healthcare","health_practitioner","occupation","2020+ only",73,0,0,19,21,12,11,11,43.6
2025,"2018_SOC","Physician assistants","healthcare","health_practitioner","occupation",NA,153,0,4,65,42,28,9,5,38
2025,"2018_SOC","Podiatrists","healthcare","health_practitioner","occupation",NA,9,0,0,3,2,0,3,0,NA
2025,"2018_SOC","Audiologists","healthcare","health_practitioner","occupation",NA,20,0,3,7,1,6,1,2,NA
2025,"2018_SOC","Occupational therapists","healthcare","health_practitioner","occupation",NA,138,0,2,41,41,26,23,4,41.9
2025,"2018_SOC","Physical therapists","healthcare","health_practitioner","occupation",NA,338,0,11,113,85,72,42,15,41.9
2025,"2018_SOC","Radiation therapists","healthcare","health_practitioner","occupation",NA,10,0,0,0,4,3,2,0,NA
2025,"2018_SOC","Recreational therapists","healthcare","health_practitioner","occupation",NA,13,1,4,1,4,2,1,1,NA
2025,"2018_SOC","Respiratory therapists","healthcare","health_practitioner","occupation",NA,89,0,2,20,28,18,12,10,44.4
2025,"2018_SOC","Speech-language pathologists","healthcare","health_practitioner","occupation",NA,203,0,8,64,56,45,24,6,40.8
2025,"2018_SOC","Exercise physiologists","healthcare","health_practitioner","occupation","2020+ only",5,0,0,2,2,1,0,0,NA
2025,"2018_SOC","Therapists, all other","healthcare","health_practitioner","occupation",NA,323,1,20,112,69,69,30,22,40.1
2025,"2018_SOC","Veterinarians","healthcare","health_practitioner","occupation",NA,91,0,0,24,23,22,11,11,44.3
2025,"2018_SOC","Registered nurses","healthcare","health_practitioner","occupation",NA,3528,8,193,953,889,731,568,188,42.3
2025,"2018_SOC","Nurse anesthetists","healthcare","health_practitioner","occupation",NA,25,0,0,3,10,8,3,1,NA
2025,"2018_SOC","Nurse midwives","healthcare","health_practitioner","occupation",NA,11,0,0,1,6,2,1,2,NA
2025,"2018_SOC","Nurse practitioners","healthcare","health_practitioner","occupation",NA,325,0,0,59,115,100,34,17,43.3
2025,"2018_SOC","Acupuncturists","healthcare","health_practitioner","occupation","2020+ only",20,0,0,2,4,4,5,3,NA
2025,"2018_SOC","Healthcare diagnosing or treating practitioners, all other","healthcare","health_practitioner","occupation","2020+ only; see 2019 note",17,0,0,2,2,8,4,1,NA
2025,"2018_SOC","Clinical laboratory technologists and technicians","healthcare","health_technician","occupation",NA,313,1,31,96,64,52,53,16,39.9
2025,"2018_SOC","Dental hygienists","healthcare","health_technician","occupation",NA,203,0,20,46,57,32,41,8,41.5
2025,"2018_SOC","Cardiovascular technologists and technicians","healthcare","health_technician","occupation","2020+ only",67,0,4,19,12,16,13,3,44
2025,"2018_SOC","Diagnostic medical sonographers","healthcare","health_technician","occupation","2020+ only",119,1,7,42,21,31,11,5,39.7
2025,"2018_SOC","Radiologic technologists and technicians","healthcare","health_technician","occupation","2020+ only",274,1,21,68,65,55,53,10,41.5
2025,"2018_SOC","Magnetic resonance imaging technologists","healthcare","health_technician","occupation","2020+ only",64,0,1,20,11,15,15,1,44.1
2025,"2018_SOC","Nuclear medicine technologists and medical dosimetrists","healthcare","health_technician","occupation","2020+ only",41,0,1,10,10,6,12,2,NA
2025,"2018_SOC","Emergency medical technicians","healthcare","health_technician","occupation","2020+ only",135,7,42,48,19,10,8,2,28.7
2025,"2018_SOC","Paramedics","healthcare","health_technician","occupation","2020+ only",117,0,4,31,34,25,16,6,41.6
2025,"2018_SOC","Pharmacy technicians","healthcare","health_technician","occupation",NA,373,16,77,102,73,65,28,12,33.9
2025,"2018_SOC","Psychiatric technicians","healthcare","health_technician","occupation",NA,142,2,34,47,23,19,14,3,32.7
2025,"2018_SOC","Surgical technologists","healthcare","health_technician","occupation",NA,107,1,10,35,29,12,17,2,38.8
2025,"2018_SOC","Veterinary technologists and technicians","healthcare","health_technician","occupation",NA,145,9,33,60,23,10,9,1,29.8
2025,"2018_SOC","Dietetic technicians and ophthalmic medical technicians","healthcare","health_technician","occupation","2020+ only",68,12,15,9,8,11,9,4,33
2025,"2018_SOC","Licensed practical and licensed vocational nurses","healthcare","health_technician","occupation",NA,545,6,38,134,122,122,90,34,42.9
2025,"2018_SOC","Medical records specialists","healthcare","health_technician","occupation","2020+ only",166,1,7,17,38,44,41,18,49.8
2025,"2018_SOC","Opticians, dispensing","healthcare","health_technician","occupation",NA,50,1,4,16,6,11,11,2,45.4
2025,"2018_SOC","Miscellaneous health technologists and technicians","healthcare","health_technician","occupation",NA,126,1,10,32,35,24,17,7,41.7
2025,"2018_SOC","Other healthcare practitioners and technical occupations","healthcare","health_technician","occupation",NA,139,2,9,38,39,25,18,8,41.1
