"year","race","sex","age_group","is_aggregate","pop_total","lf_total","lf_pct","employed_total","employed_pct","unemployed_total","unemployed_pct","not_in_lf"
2025,"White","Women","70-74",FALSE,7043,1087,15.4,1048,14.9,38,3.5,5956
2025,"White","Women","75+",FALSE,11998,763,6.4,735,6.1,28,3.6,11235
2025,"Black or African American","Total","16+",FALSE,35794,22369,62.5,20823,58.2,1545,6.9,13425
2025,"Black or African American","Total","16-19",FALSE,2680,809,30.2,645,24.1,164,20.2,1871
2025,"Black or African American","Total","16-17",FALSE,1418,276,19.4,214,15.1,62,22.4,1142
2025,"Black or African American","Total","18-19",FALSE,1262,533,42.2,431,34.2,102,19.1,729
2025,"Black or African American","Total","20-24",FALSE,3139,2069,65.9,1798,57.3,271,13.1,1070
2025,"Black or African American","Total","25-54",TRUE,18484,15046,81.4,14124,76.4,922,6.1,3438
2025,"Black or African American","Total","25-34",TRUE,6790,5462,80.4,5060,74.5,402,7.4,1329
2025,"Black or African American","Total","25-29",FALSE,3200,2522,78.8,2319,72.5,203,8.1,678
2025,"Black or African American","Total","30-34",FALSE,3590,2940,81.9,2741,76.3,199,6.8,651
2025,"Black or African American","Total","35-44",TRUE,6360,5334,83.9,5012,78.8,322,6,1026
2025,"Black or African American","Total","35-39",FALSE,3365,2833,84.2,2630,78.1,204,7.2,532
2025,"Black or African American","Total","40-44",FALSE,2995,2500,83.5,2382,79.5,118,4.7,495
2025,"Black or African American","Total","45-54",TRUE,5333,4251,79.7,4052,76,198,4.7,1083
2025,"Black or African American","Total","45-49",FALSE,2728,2225,81.5,2126,77.9,99,4.4,504
2025,"Black or African American","Total","50-54",FALSE,2605,2026,77.8,1927,74,99,4.9,579
2025,"Black or African American","Total","55-64",TRUE,5150,3183,61.8,3061,59.4,122,3.8,1967
2025,"Black or African American","Total","55-59",FALSE,2425,1699,70.1,1640,67.6,59,3.5,725
2025,"Black or African American","Total","60-64",FALSE,2726,1484,54.4,1421,52.1,63,4.2,1242
2025,"Black or African American","Total","65+",TRUE,6340,1262,19.9,1195,18.8,67,5.3,5079
2025,"Black or African American","Total","65-69",FALSE,2200,724,32.9,687,31.2,38,5.2,1476
2025,"Black or African American","Total","70-74",FALSE,1695,327,19.3,311,18.3,17,5.1,1368
2025,"Black or African American","Total","75+",FALSE,2445,210,8.6,198,8.1,12,5.8,2235
2025,"Black or African American","Men","16+",FALSE,16564,10906,65.8,10130,61.2,776,7.1,5658
2025,"Black or African American","Men","16-19",FALSE,1340,387,28.9,295,22,93,23.9,953
2025,"Black or African American","Men","16-17",FALSE,718,136,19,105,14.7,31,22.8,582
2025,"Black or African American","Men","18-19",FALSE,622,251,40.4,189,30.5,62,24.5,371
2025,"Black or African American","Men","20-24",FALSE,1520,1028,67.7,879,57.8,149,14.5,492
2025,"Black or African American","Men","25-54",TRUE,8708,7352,84.4,6905,79.3,447,6.1,1356
2025,"Black or African American","Men","25-34",TRUE,3265,2760,84.5,2557,78.3,203,7.4,505
2025,"Black or African American","Men","25-29",FALSE,1536,1252,81.5,1144,74.5,109,8.7,284
2025,"Black or African American","Men","30-34",FALSE,1729,1508,87.2,1413,81.7,94,6.3,221
2025,"Black or African American","Men","35-44",TRUE,2997,2604,86.9,2465,82.2,139,5.4,393
2025,"Black or African American","Men","35-39",FALSE,1599,1413,88.4,1322,82.7,91,6.4,186
2025,"Black or African American","Men","40-44",FALSE,1398,1191,85.2,1143,81.7,49,4.1,207
2025,"Black or African American","Men","45-54",TRUE,2446,1988,81.3,1884,77,104,5.2,458
2025,"Black or African American","Men","45-49",FALSE,1253,1038,82.9,989,78.9,49,4.8,214
2025,"Black or African American","Men","50-54",FALSE,1193,950,79.6,895,75,55,5.8,244
2025,"Black or African American","Men","55-64",TRUE,2361,1512,64.1,1458,61.8,54,3.6,848
2025,"Black or African American","Men","55-59",FALSE,1104,804,72.8,776,70.3,27,3.4,300
2025,"Black or African American","Men","60-64",FALSE,1257,709,56.4,682,54.2,27,3.8,549
2025,"Black or African American","Men","65+",TRUE,2635,626,23.7,592,22.5,33,5.3,2010
2025,"Black or African American","Men","65-69",FALSE,974,366,37.6,347,35.7,19,5.1,608
2025,"Black or African American","Men","70-74",FALSE,725,159,21.9,150,20.7,9,5.5,566
2025,"Black or African American","Men","75+",FALSE,937,101,10.7,95,10.1,6,6,836
2025,"Black or African American","Women","16+",FALSE,19230,11463,59.6,10694,55.6,769,6.7,7767
2025,"Black or African American","Women","16-19",FALSE,1340,421,31.4,350,26.1,71,16.8,919
2025,"Black or African American","Women","16-17",FALSE,700,139,19.9,109,15.5,31,22.1,561
2025,"Black or African American","Women","18-19",FALSE,640,282,44.1,242,37.8,40,14.3,358
2025,"Black or African American","Women","20-24",FALSE,1619,1041,64.3,919,56.8,122,11.7,578
2025,"Black or African American","Women","25-54",TRUE,9776,7694,78.7,7219,73.8,475,6.2,2082
2025,"Black or African American","Women","25-34",TRUE,3525,2702,76.6,2503,71,199,7.4,824
2025,"Black or African American","Women","25-29",FALSE,1664,1270,76.3,1175,70.6,95,7.4,394
2025,"Black or African American","Women","30-34",FALSE,1861,1432,76.9,1328,71.3,104,7.3,429
2025,"Black or African American","Women","35-44",TRUE,3363,2730,81.2,2547,75.7,182,6.7,634
2025,"Black or African American","Women","35-39",FALSE,1766,1420,80.4,1308,74.1,113,7.9,346
2025,"Black or African American","Women","40-44",FALSE,1597,1309,82,1240,77.6,70,5.3,288
2025,"Black or African American","Women","45-54",TRUE,2887,2263,78.4,2169,75.1,94,4.2,625
2025,"Black or African American","Women","45-49",FALSE,1475,1186,80.4,1137,77,50,4.2,289
2025,"Black or African American","Women","50-54",FALSE,1412,1076,76.2,1032,73.1,44,4.1,336
2025,"Black or African American","Women","55-64",TRUE,2790,1671,59.9,1603,57.5,68,4.1,1119
2025,"Black or African American","Women","55-59",FALSE,1321,896,67.8,864,65.4,32,3.5,425
2025,"Black or African American","Women","60-64",FALSE,1469,775,52.8,739,50.3,36,4.7,694
2025,"Black or African American","Women","65+",TRUE,3705,636,17.2,603,16.3,33,5.2,3069
2025,"Black or African American","Women","65-69",FALSE,1226,358,29.2,339,27.7,19,5.3,868
2025,"Black or African American","Women","70-74",FALSE,971,168,17.3,160,16.5,8,4.8,802
2025,"Black or African American","Women","75+",FALSE,1508,110,7.3,103,6.9,6,5.7,1399
2025,"Asian","Total","16+",FALSE,19379,12695,65.5,12238,63.1,458,3.6,6684
2025,"Asian","Total","16-19",FALSE,1111,246,22.2,213,19.2,33,13.5,864
2025,"Asian","Total","16-17",FALSE,579,90,15.5,80,13.8,10,11.3,489
2025,"Asian","Total","18-19",FALSE,532,157,29.4,133,25.1,23,14.8,375
2025,"Asian","Total","20-24",FALSE,1539,914,59.4,833,54.1,81,8.8,626
2025,"Asian","Total","25-54",TRUE,10831,9007,83.2,8725,80.6,281,3.1,1825
2025,"Asian","Total","25-34",TRUE,3721,3054,82.1,2931,78.8,123,4,667
2025,"Asian","Total","25-29",FALSE,1756,1406,80.1,1332,75.9,74,5.3,349
2025,"Asian","Total","30-34",FALSE,1965,1648,83.9,1599,81.4,49,3,317
2025,"Asian","Total","35-44",TRUE,3946,3311,83.9,3220,81.6,91,2.8,635
2025,"Asian","Total","35-39",FALSE,2025,1697,83.8,1651,81.5,46,2.7,328
2025,"Asian","Total","40-44",FALSE,1921,1614,84,1568,81.7,46,2.8,307
2025,"Asian","Total","45-54",TRUE,3165,2642,83.5,2575,81.4,67,2.5,523
2025,"Asian","Total","45-49",FALSE,1652,1391,84.2,1354,82,37,2.6,261
2025,"Asian","Total","50-54",FALSE,1513,1251,82.7,1221,80.7,30,2.4,262
2025,"Asian","Total","55-64",TRUE,2534,1813,71.6,1767,69.7,47,2.6,721
2025,"Asian","Total","55-59",FALSE,1330,1045,78.6,1023,76.9,22,2.1,285
2025,"Asian","Total","60-64",FALSE,1204,768,63.8,743,61.7,25,3.3,436
2025,"Asian","Total","65+",TRUE,3363,715,21.3,700,20.8,15,2.1,2648
2025,"Asian","Total","65-69",FALSE,1094,420,38.3,412,37.6,8,1.9,675
2025,"Asian","Total","70-74",FALSE,855,165,19.4,159,18.6,6,3.7,689
2025,"Asian","Total","75+",FALSE,1414,130,9.2,129,9.1,1,0.8,1284
2025,"Asian","Men","16+",FALSE,9186,6697,72.9,6453,70.2,244,3.6,2489
2025,"Asian","Men","16-19",FALSE,558,137,24.5,117,21,20,14.3,421
2025,"Asian","Men","16-17",FALSE,288,50,17.2,43,15,7,13.1,238
2025,"Asian","Men","18-19",FALSE,270,87,32.3,74,27.5,13,14.9,183
2025,"Asian","Men","20-24",FALSE,780,459,58.8,407,52.1,52,11.4,321
2025,"Asian","Men","25-54",TRUE,5205,4753,91.3,4619,88.8,134,2.8,451
2025,"Asian","Men","25-34",TRUE,1819,1614,88.7,1550,85.2,63,3.9,205
2025,"Asian","Men","25-29",FALSE,855,721,84.3,680,79.5,41,5.7,134
2025,"Asian","Men","30-34",FALSE,964,893,92.6,871,90.3,22,2.5,72
2025,"Asian","Men","35-44",TRUE,1895,1770,93.4,1734,91.5,36,2,125
2025,"Asian","Men","35-39",FALSE,984,925,94,908,92.3,17,1.8,59
2025,"Asian","Men","40-44",FALSE,911,845,92.7,826,90.6,19,2.3,66
2025,"Asian","Men","45-54",TRUE,1490,1370,91.9,1335,89.6,35,2.6,121
2025,"Asian","Men","45-49",FALSE,786,729,92.8,710,90.3,19,2.6,57
2025,"Asian","Men","50-54",FALSE,705,641,91,625,88.7,16,2.5,64
2025,"Asian","Men","55-64",TRUE,1178,946,80.4,917,77.9,29,3.1,231
2025,"Asian","Men","55-59",FALSE,623,547,87.8,537,86.1,10,1.9,76
2025,"Asian","Men","60-64",FALSE,554,399,72,380,68.6,19,4.7,155
2025,"Asian","Men","65+",TRUE,1465,401,27.4,393,26.8,9,2.2,1063
2025,"Asian","Men","65-69",FALSE,508,236,46.5,232,45.7,4,1.8,272
2025,"Asian","Men","70-74",FALSE,368,91,24.7,87,23.6,4,4.1,277
2025,"Asian","Men","75+",FALSE,588,74,12.6,73,12.4,1,1.3,514
2025,"Asian","Women","16+",FALSE,10193,5998,58.8,5785,56.7,214,3.6,4195
2025,"Asian","Women","16-19",FALSE,552,109,19.8,96,17.3,14,12.6,443
2025,"Asian","Women","16-17",FALSE,291,40,13.8,36,12.5,4,9,251
2025,"Asian","Women","18-19",FALSE,262,69,26.5,59,22.6,10,14.7,192
2025,"Asian","Women","20-24",FALSE,759,455,59.9,426,56.1,29,6.3,304
2025,"Asian","Women","25-54",TRUE,5627,4253,75.6,4106,73,147,3.5,1373
2025,"Asian","Women","25-34",TRUE,1902,1441,75.7,1381,72.6,60,4.1,461
2025,"Asian","Women","25-29",FALSE,901,686,76.1,653,72.4,33,4.8,216
2025,"Asian","Women","30-34",FALSE,1000,755,75.4,728,72.8,27,3.6,246
2025,"Asian","Women","35-44",TRUE,2051,1541,75.2,1486,72.4,56,3.6,510
2025,"Asian","Women","35-39",FALSE,1041,772,74.2,743,71.4,29,3.8,269
2025,"Asian","Women","40-44",FALSE,1009,769,76.2,743,73.6,26,3.4,241
2025,"Asian","Women","45-54",TRUE,1674,1272,76,1240,74.1,32,2.5,402
2025,"Asian","Women","45-49",FALSE,866,662,76.4,644,74.4,18,2.7,204
2025,"Asian","Women","50-54",FALSE,808,610,75.5,596,73.7,14,2.3,198
2025,"Asian","Women","55-64",TRUE,1357,867,63.9,849,62.6,18,2,490
2025,"Asian","Women","55-59",FALSE,706,498,70.5,486,68.8,11,2.3,209
2025,"Asian","Women","60-64",FALSE,650,369,56.8,363,55.8,6,1.7,281
2025,"Asian","Women","65+",TRUE,1898,314,16.5,307,16.2,6,2.1,1585
2025,"Asian","Women","65-69",FALSE,586,183,31.2,179,30.6,4,2.1,403
2025,"Asian","Women","70-74",FALSE,486,75,15.3,72,14.8,3,3.4,412
2025,"Asian","Women","75+",FALSE,826,56,6.8,56,6.8,0,0.2,770
